Title,Abstract,Category,PDF File,Year
Edges are the 'Independent Components' of,"Field (1994) has suggested that neurons with line and edge selectivities found in primary visual cortex of cats and monkeys form a sparse, dis tributed representation of natural scenes, and Barlow (1989) has reasoned that such responses should emerge from an unsupervised learning algorithm that attempts to find a factorial code of independent visual features. We show here that non-linear 'infomax', when applied to an ensemble of nat ural scenes, produces sets of visual filters that are localised and oriented. Some of these filters are Gabor-like and resemble those produced by the sparseness-maximisation network of Olshausen & Field (1996). In addition, the outputs of these filters are as independent as possible, since the info max network is able to perform Independent Components Analysis (ICA). We compare the resulting ICA filters and their associated basis functions, with other decorrelating filters produced by Principal Components Analysis (PCA) and zero-phase whitening filters (ZCA",Computer Vision,f9be311e65d81a9ad8150a60844bb94c-Paper.pdf,1996
Neural Network Modeling of Speech and Music,Time series prediction is one of the major applications of neural net works. After a short introduction into the basic theoretical foundations we argue that the iterated prediction of a dynamical system may be in terpreted as a model of the system dynamics. By means of RBF neural networks we describe a modeling approach and extend it to be able to model instationary systems. As a practical test for the capabilities of the method we investigate the modeling of musical and speech signals and demonstrate that the model may be used for synthesis of musical and speech signals. 1 Introduction Since the formulation of the reconstruction theorem by Takens [10] it has been clear that a nonlinear predictor of a dynamical system may be directly derived from a systems time series. The method has been investigated extensively and with good success for the pre diction of time series of nonlinear systems. Especially the combination of reconstruction techniques and neural networks has shown good resul,Computer Vision,fb60d411a5c5b72b2e7d3527cfc84fd0-Paper.pdf,1996
Rapid Visual Processing using Spike Asynchrony,"We have investigated the possibility that rapid processing in the visual system could be achieved by using the order of firing in different neurones as a code, rather than more conventional firing rate schemes. Using SPIKENET, a neural net simulator based on integrate-and-fire neurones and in which neurones in the input layer function as analog to-delay converters, we have modeled the initial stages of visual processing. Initial results are extremely promising. Even with activity in retinal output cells limited to one spike per neuron per image (effectively ruling out any form of rate coding), sophisticated processing based on asynchronous activation was nonetheless possible.",Computer Vision,fd5c905bcd8c3348ad1b35d7231ee2b1-Paper.pdf,1996
Visual Cortex Circuitry and Orientation,"A simple mathematical model for the large-scale circuitry of pri mary visual cortex is introduced. It is shown that a basic cor tical architecture of recurrent local excitation and lateral inhi bition can account quantitatively for such properties as orien tation tuning. The model can also account for such local ef fects as cross-orientation suppression. It is also shown that non local state-dependent coupling between similar orientation patches, when added to the model, can satisfactorily reproduce such ef fects as non-local iso--orientation suppression, and non-local cross orientation enhancement. Following this an account is given of per ceptual phenomena involving object segmentation, such as ""pop out"", and the direct and indirect tilt illusions. 1 INTRODUCTION The edge detection mechanism in the primate visual cortex (VI) involves at least two fairly well characterized circuits. There is a local circuit operating at sub hypercolumn dimensions comprising strong orientation specific",Computer Vision,fe2d010308a6b3799a3d9c728ee74244-Paper.pdf,1996
Orientation contrast sensitivity from,"Recently Sill ito and coworkers (Nature 378, pp. 492,1995) demon strated that stimulation beyond the classical receptive field (cRF) can not only modulate, but radically change a neuron's response to oriented stimuli. They revealed that patch-suppressed cells when stimulated with contrasting orientations inside and outside their cRF can strongly respond to stimuli oriented orthogonal to their nominal preferred orientation. Here we analyze the emergence of such complex response patterns in a simple model of primary vi sual cortex. We show that the observed sensitivity for orientation contrast can be explained by a delicate interplay between local isotropic interactions and patchy long-range connectivity between distant iso-orientation domains. In particular we demonstrate that the observed properties might arise without specific connections be tween sites with cross-oriented cRFs. 1 Introduction Long range horizontal connections form a ubiquitous structural element of intra cortical cir",Computer Vision,fe51510c80bfd6e5d78a164cd5b1f688-Paper.pdf,1996
Prior Knowledge in Support Vector Kernels,"We explore methods for incorporating prior knowledge about a problem at hand in Support Vector learning machines. We show that both invari ances under group transfonnations and prior knowledge about locality in images can be incorporated by constructing appropriate kernel functions. 1 INTRODUCTION When we are trying to extract regularities from data, we often have additional knowledge about functions that we estimate. For instance, in image classification tasks, there exist transfonnations which leave class membership invariant (e.g. local translations); moreover, it is usually the case that images have a local structure in that not all correlations between image regions carry equal amounts of infonnation. The present study investigates the question how to make use of these two sources of know ledge by designing appropriate Support Vector (SV) kernel functions. We start by giving a brief introduction to SV machines (Vapnik & Chervonenkis, 1979; Vapnik, 1995) (Sec. 2). Regarding prior k",Optimization & Theoretical ML,01d8bae291b1e4724443375634ccfa0e-Paper.pdf,1997
A Revolution: Belief Propagation •,"Until recently, artificial intelligence researchers have frowned upon the application of probability propagation in Bayesian belief net works that have cycles. The probability propagation algorithm is only exact in networks that are cycle-free. However, it has recently been discovered that the two best error-correcting decoding algo rithms are actually performing probability propagation in belief networks with cycles. 1 Communicating over a noisy channel Our increasingly wired world demands efficient methods for communicating bits of information over physical channels that introduce errors. Examples of real-world channels include twisted-pair telephone wires, shielded cable-TV wire, fiber-optic cable, deep-space radio, terrestrial radio, and indoor radio. Engineers attempt to correct the errors introduced by the noise in these channels through the use of channel coding which adds protection to the information source, so that some channel errors can be corrected. A popular model of a ph",Computer Vision,0245952ecff55018e2a459517fdb40e3-Paper.pdf,1997
Dynamic Stochastic Synapses as,"In most neural network models, synapses are treated as static weights that change only on the slow time scales of learning. In fact, however, synapses are highly dynamic, and show use-dependent plasticity over a wide range of time scales. Moreover, synaptic transmission is an inherently stochastic process: a spike arriving at a presynaptic terminal triggers release of a vesicle of neurotransmitter from a release site with a probability that can be much less than one. Changes in release probability represent one of the main mechanisms by which synaptic efficacy is modulated in neural circuits. We propose and investigate a simple model for dynamic stochastic synapses that can easily be integrated into common models for neural computation. We show through computer simulations and rigorous theoretical analysis that this model for a dynamic stochastic synapse increases computational power in a nontrivial way. Our results may have implications for the process ing of time-varying signals by b",Computer Vision,05311655a15b75fab86956663e1819cd-Paper.pdf,1997
Self-similarity properties of natural images,"Scale invariance is a fundamental property of ensembles of nat ural images [1]. Their non Gaussian properties [15, 16] are less well understood, but they indicate the existence of a rich statis tical structure. In this work we present a detailed study of the marginal statistics of a variable related to the edges in the images. A numerical analysis shows that it exhibits extended self-similarity [3, 4, 5]. This is a scaling property stronger than self-similarity: all its moments can be expressed as a power of any given moment. More interesting, all the exponents can be predicted in terms of a multiplicative log-Poisson process. This is the very same model that was used very recently to predict the correct exponents of the structure functions of turbulent flows [6]. These results allow us to study the underlying multifractal singularities. In particular we find that the most singular structures are one-dimensional: the most singular manifold consists of sharp edges. Category: Visual Proc",Computer Vision,07042ac7d03d3b9911a00da43ce0079a-Paper.pdf,1997
Multiple Threshold Neural Logic,"We introduce a new Boolean computing element related to the Lin ear Threshold element, which is the Boolean version of the neuron. Instead of the sign function, it computes an arbitrary (with poly nornialy many transitions) Boolean function of the weighted sum of its inputs. We call the new computing element an LTM element, which stands for Linear Threshold with Multiple transitions. The paper consists of the following main contributions related to our study of LTM circuits: (i) the creation of efficient designs of LTM circuits for the addition of a multiple number of integers and the product of two integers. In particular, we show how to compute the addition of m integers with a single layer of LTM elements. (ii) a proof that the area of the VLSI layout is reduced from O(n2) in LT circuits to O(n) in LTM circuits, for n inputs symmetric Boolean functions, and (iii) the characterization of the computing power of LTM relative to LT circuits. 1 Introduction Human brains are by far superi",Computer Vision,0966289037ad9846c5e994be2a91bafa-Paper.pdf,1997
Asymptotic Theory for Regularization:,"The generalization ability of a neural network can sometimes be improved dramatically by regularization. To analyze the improve ment one needs more refined results than the asymptotic distri bution of the weight vector. Here we study the simple case of one-dimensional linear regression under quadratic regularization, i.e., ridge regression. We study the random design, misspecified case, where we derive expansions for the optimal regularization pa rameter and the ensuing improvement. It is possible to construct examples where it is best to use no regularization. 1 INTRODUCTION Suppose that we have available training data (Xl, Yd, .. 0' (Xn' Yn) consisting of pairs of vectors, and we try to predict Yi on the basis of Xi with a neural network with weight vector w. One popular way of selecting w is by the criterion -1 Ln (1) £(Xi' Yi, w) + >..Q(w) = min!, n I Ily - where the loss £(x,y,w) is, e.g., the squared error g(x,w)112, the function g(., w) is the input/output function of the neural",Optimization & Theoretical ML,0a1bf96b7165e962e90cb14648c9462d-Paper.pdf,1997
On Efficient Heuristic Ranking of,"This paper considers the problem of learning the ranking of a set of alternatives based upon incomplete information (e.g., a limited number of observations). We describe two algorithms for hypoth esis ranking and their application for probably approximately cor rect (PAC) and expected loss (EL) learning criteria. Empirical results are provided to demonstrate the effectiveness of these rank ing procedures on both synthetic datasets and real-world data from a spacecraft design optimization problem. 1 INTRODUCTION In many learning applications, the cost of information can be quite high, imposing a requirement that the learning algorithms glean as much usable information as possible with a minimum of data. For example: • In speedup learning, the expense of processing each training example can be significant [Tadepalli921. • In decision tree learning, ihe cost of using all available training examples when evaluating potential attributes for partitioning can be computation ally ex.pensive [M",Optimization & Theoretical ML,0c0a7566915f4f24853fc4192689aa7e-Paper.pdf,1997
Learning Continuous Attractors in,"One approach to invariant object recognition employs a recurrent neu ral network as an associative memory. In the standard depiction of the network's state space, memories of objects are stored as attractive fixed points of the dynamics. I argue for a modification of this picture: if an object has a continuous family of instantiations, it should be represented by a continuous attractor. This idea is illustrated with a network that learns to complete patterns. To perform the task of filling in missing in formation, the network develops a continuous attractor that models the manifold from which the patterns are drawn. From a statistical view point, the pattern completion task allows a formulation of unsupervised learning in terms of regression rather than density estimation. A classic approach to invariant object recognition is to use a recurrent neural net work as an associative memory[l]. In spite of the intuitive appeal and biological plausibility of this approach, it has largely been",Computer Vision,0e3a37aa85a14e359df74fa77eded3f6-Paper.pdf,1997
Boltzmann Machine learning using mean,"We present a new approximate learning algorithm for Boltzmann Machines, using a systematic expansion of the Gibbs free energy to second order in the weights. The linear response correction to the correlations is given by the Hessian of the Gibbs free energy. The computational complexity of the algorithm is cubic in the number of neurons. We compare the performance of the exact BM learning algorithm with first order (Weiss) mean field theory and second order (TAP) mean field theory. The learning task consists of a fully connected Ising spin glass model on 10 neurons. We conclude that 1) the method works well for paramagnetic problems 2) the TAP correction gives a significant improvement over the Weiss mean field theory, both for paramagnetic and spin glass problems and 3) that the inclusion of diagonal weights improves the Weiss approximation for paramagnetic problems, but not for spin glass problems. 1 Introduction Boltzmann Machines (BMs) [1], are networks of binary neurons with a sto",Optimization & Theoretical ML,0e4e946668cf2afc4299b462b812caca-Paper.pdf,1997
Incorporating Test Inputs into Learning,"In many applications, such as credit default prediction and medical im age recognition, test inputs are available in addition to the labeled train ing examples. We propose a method to incorporate the test inputs into learning. Our method results in solutions having smaller test errors than that of simple training solution, especially for noisy problems or small training sets. 1 Introduction We introduce an estimator of test error that takes into consideration the test inputs. The new estimator, augmented error, is composed of the training error and an additional term computed using the test inputs. In some applications, such as credit default prediction and medical image recognition, we do have access to the test inputs. In our experiments, we found that the augmented error (which is computed without looking at the test outputs but only test inputs and training examples) can result in a smaller test error. In particular, it tends to increase when the test error increases (overtraining)",Optimization & Theoretical ML,0e55666a4ad822e0e34299df3591d979-Paper.pdf,1997
An application of Reversible-J ump,Applications of Gaussian mixture models occur frequently in the fields of statistics and artificial neural networks. One of the key issues arising from any mixture model application is how to es timate the optimum number of mixture components. This paper extends the Reversible-Jump Markov Chain Monte Carlo (MCMC) algorithm to the case of multivariate spherical Gaussian mixtures using a hierarchical prior model. Using this method the number of mixture components is no longer fixed but becomes a param eter of the model which we shall estimate. The Reversible-Jump MCMC algorithm is capable of moving between parameter sub spaces which correspond to models with different numbers of mix ture components. As a result a sample from the full joint distribu tion of all unknown model parameters is generated. The technique is then demonstrated on a simulated example and a well known vowel dataset. 1 Introduction Applications of Gaussian mixture models regularly appear in the neural networks literat,Optimization & Theoretical ML,0ed9422357395a0d4879191c66f4faa2-Paper.pdf,1997
Yuzo Hirai,"An asynchronous PDM (Pulse-Density-Modulating) digital neural network system has been developed in our laboratory. It consists of one thousand neurons that are physically interconnected via one million 7-bit synapses. It can solve one thousand simultaneous nonlinear first-order differential equations in a fully parallel and continuous fashion. The performance of this system was measured by a winner-take-all network with one thousand neurons. Although the magnitude of the input and network parameters were identi cal for each competing neuron, one of them won in 6 milliseconds. This processing speed amounts to 360 billion connections per sec ond. A broad range of neural networks including spatiotemporal filtering, feedforward, and feedback networks can be run by loading appropriate network parameters from a host system. 1 INTRODUCTION The hardware implementation of neural networks is crucial in order to realize the real-time operation of neural functions such as spatiotemporal filtering,",Computer Vision,14d9e8007c9b41f57891c48e07c23f57-Paper.pdf,1997
Reinforcement Learning for Continuous,"This paper is concerned with the problem of Reinforcement Learn ing (RL) for continuous state space and time stocha.stic control problems. We state the Harnilton-Jacobi-Bellman equation satis fied by the value function and use a Finite-Difference method for designing a convergent approximation scheme. Then we propose a RL algorithm based on this scheme and prove its convergence to the optimal solution. 1 Introduction to RL in the continuous, stochastic case The objective of RL is to find -thanks to a reinforcement signal- an optimal strategy for solving a dynamical control problem. Here we sudy the continuous time, con tinuous state-space stochastic case, which covers a wide variety of control problems including target, viability, optimization problems (see [FS93], [KP95])}or which a formalism is the following. The evolution of the current state x(t) E 0 (the state space, with 0 open subset of IRd), depends on the control u(t) E U (compact subset) by a stochastic differential equation,",Reinforcement Learning,186a157b2992e7daed3677ce8e9fe40f-Paper.pdf,1997
Intrusion Detection with Neural Networks,"With the rapid expansion of computer networks during the past few years, security has become a crucial issue for modern computer systems. A good way to detect illegitimate use is through monitoring unusual user activity. Methods of intrusion detection based on hand-coded rule sets or predicting commands on-line are laborous to build or not very reliable. This paper proposes a new way of applying neural networks to detect intrusions. We believe that a user leaves a 'print' when using the system; a neural network can be used to learn this print and identify each user much like detectives use thumbprints to place people at crime scenes. If a user's behavior does not match hislher print, the system administrator can be alerted of a possible security breech. A backpropagation neural network called NNID (Neural Network Intrusion Detector) was trained in the identification task and tested experimentally on a system of 10 users. The system was 96% accurate in detecting unusual activity, with 7",Computer Vision,1abb1e1ea5f481b589da52303b091cbb-Paper.pdf,1997
Incorporating Contextual Information in White,"In this paper we propose a technique to incorporate contextual informa tion into object classification. In the real world there are cases where the identity of an object is ambiguous due to the noise in the measurements based on which the classification should be made. It is helpful to re duce the ambiguity by utilizing extra information referred to as context, which in our case is the identities of the accompanying objects. This technique is applied to white blood cell classification. Comparisons are made against ""no context"" approach, which demonstrates the superior classification performance achieved by using context. In our particular application, it significantly reduces false alarm rate and thus greatly re duces the cost due to expensive clinical tests. • Author for correspondence. Incorporating Contextual Information in White Blood Cell Identification 951 1 INTRODUCTION One of the most common assumptions made in the study of machine learning is that the examples are drawn indepe",Computer Vision,1f3202d820180a39f736f20fce790de8-Paper.pdf,1997
Function Approximat.ion with the,"We present a computationally efficient algorithm for function ap proximation with piecewise linear sigmoidal nodes. A one hidden layer network is constructed one node at a time using the method of fitting the residual. The task of fitting individual nodes is accom plished using a new algorithm that searchs for the best fit by solving a sequence of Quadratic Programming problems. This approach of fers significant advantages over derivative-based search algorithms (e.g. backpropagation and its extensions). Unique characteristics of this algorithm include: finite step convergence, a simple stop ping criterion, a deterministic methodology for seeking ""good"" local minima, good scaling properties and a robust numerical implemen tation. 1 Introduction The learning algorithm developed in this paper is quite different from the tradi tional family of derivative-based descent methods used to train Multilayer Percep trons (MLPs) for function approximation. First, a constructive approach is used, w",Optimization & Theoretical ML,215a71a12769b056c3c32e7299f1c5ed-Paper.pdf,1997
Mapping a manifold of perceptual observations,"Nonlinear dimensionality reduction is formulated here as the problem of trying to find a Euclidean feature-space embedding of a set of observations that preserves as closely as possible their intrinsic metric structure - the distances between points on the observation manifold as measured along geodesic paths. Our isometric feature mapping procedure, or isomap, is able to reliably recover low-dimensional nonlinear structure in realistic perceptual data sets, such as a manifold of face images, where conventional global mapping methods find only local minima. The recovered map provides a canonical set of globally meaningful features, which allows perceptual transformations such as interpolation, extrapolation, and analogy - highly nonlinear transformations in the original observation space - to be computed with simple linear operations in feature space. 1 Introduction In psychological or computational research on perceptual categorization, it is generally taken for granted that the perce",Computer Vision,28e209b61a52482a0ae1cb9f5959c792-Paper.pdf,1997
Correlates of Attention in a Model of,"Given a set of objects in the visual field, how does the the visual system learn to attend to a particular object of interest while ignoring the rest? How are occlusions and background clutter so effortlessly discounted for when rec ognizing a familiar object? In this paper, we attempt to answer these ques tions in the context of a Kalman filter-based model of visual recognition that has previously proved useful in explaining certain neurophysiological phe nomena such as endstopping and related extra-classical receptive field ef fects in the visual cortex. By using results from the field of robust statistics, we describe an extension of the Kalman filter model that can handle multiple objects in the visual field. The resulting robust Kalman filter model demon strates how certain forms of attention can be viewed as an emergent prop erty of the interaction between top-down expectations and bottom-up sig nals. The model also suggests functional interpretations of certain attention related",Computer Vision,23ad3e314e2a2b43b4c720507cec0723-Paper.pdf,1997
The Rectified Gaussian Distribution,"A simple but powerful modification of the standard Gaussian dis tribution is studied. The variables of the rectified Gaussian are constrained to be nonnegative, enabling the use of nonconvex en ergy functions. Two multimodal examples, the competitive and cooperative distributions, illustrate the representational power of the rectified Gaussian. Since the cooperative distribution can rep resent the translations of a pattern, it demonstrates the potential of the rectified Gaussian for modeling pattern manifolds. 1 INTRODUCTION The rectified Gaussian distribution is a modification of the standard Gaussian in which the variables are constrained to be nonnegative. This simple modification brings increased representational power, as illustrated by two multimodal examples of the rectified Gaussian, the competitive and the cooperative distributions. The modes of the competitive distribution are well-separated by regions of low probabil ity. The modes of the cooperative distribution are closely",Optimization & Theoretical ML,28fc2782ea7ef51c1104ccf7b9bea13d-Paper.pdf,1997
"RCC Cannot Compute Certain FSA,","Existing proofs demonstrating the computational limitations of Re current Cascade Correlation and similar networks (Fahlman, 1991; Bachrach, 1988; Mozer, 1988) explicitly limit their results to units having sigmoidal or hard-threshold transfer functions (Giles et aI., 1995; and Kremer, 1996). The proof given here shows that for any finite, discrete transfer function used by the units of an RCC network, there are finite-state automata (FSA) that the network cannot model, no matter how many units are used. The proof also applies to continuous transfer functions with a finite number of fixed-points, such as sigmoid and radial-basis functions. 1 Introduction The Recurrent Cascade Correlation (RCC) network was proposed by Fahlman (1991) to offer a fast and efficient alternative to fully connected recurrent networks. The network is arranged such that each unit has only a single recurrent connection: the connection that goes from itself to itself. Networks with the same structure have been pr",Computer Vision,299fb2142d7de959380f91c01c3a293c-Paper.pdf,1997
L e a r n i n g G e n e r a t i v e M o d e l s w i t h t h e,No abstract found,Optimization & Theoretical ML,29c4a0e4ef7d1969a94a5f4aadd20690-Paper.pdf,1997
Local Dimensionality Reduction,"If globally high dimensional data has locally only low dimensional distribu tions, it is advantageous to perform a local dimensionality reduction before further processing the data. In this paper we examine several techniques for local dimensionality reduction in the context of locally weighted linear re gression. As possible candidates, we derive local versions of factor analysis regression, principle component regression, principle component regression on joint distributions, and partial least squares regression. After outlining the statistical bases of these methods, we perform Monte Carlo simulations to evaluate their robustness with respect to violations of their statistical as sumptions. One surprising outcome is that locally weighted partial least squares regression offers the best average results, thus outperforming even factor analysis, the theoretically most appealing of our candidate techniques. 1 INTRODUCTION Regression tasks involve mapping a n-dimensional continuous input",Optimization & Theoretical ML,2bd7f907b7f5b6bbd91822c0c7b835f6-Paper.pdf,1997
Adaptation in Speech Motor Control,"Human subjects are known to adapt their motor behavior to a shift of the visual field brought about by wearing prism glasses over their eyes. We have studied the analog of this effect in speech. Us ing a device that can feed back transformed speech signals in real time, we exposed subjects to alterations of their own speech feedback. We found that speakers learn to adjust their production of a vowel to compensate for feedback alterations that change the vowel's perceived phonetic identity; moreover, the effect generalizes across consonant contexts and to different vowels. 1 INTRODUCTION For more than a century, it has been know that humans will adapt their reaches to altered visual feedback [8]. One of the most studied examples of this adaptation is prism adaptation, which is seen when a subject reaches to targets while wearing image-shifting prism glasses [2]. Initially, the subject misses the targets, but he soon learns to compensate and reach accurately. This compensation is retaine",NLP,2dffbc474aa176b6dc957938c15d0c8b-Paper.pdf,1997
An Incremental Nearest Neighbor,"We consider the general problem of learning multi-category classifi cation from labeled examples. We present experimental results for a nearest neighbor algorithm which actively selects samples from different pattern classes according to a querying rule instead of the a priori class probabilities. The amount of improvement of this query-based approach over the passive batch approach depends on the complexity of the Bayes rule. The principle on which this al gorithm is based is general enough to be used in any learning algo rithm which permits a model-selection criterion and for which the error rate of the classifier is calculable in terms of the complexity of the model. 1 INTRODUCTION We consider the general problem of learning multi-category classification from la beled examples. In many practical learning settings the time or sample size available for training are limited. This may have adverse effects on the accuracy of the result ing classifier. For instance, in learning to recogni",Optimization & Theoretical ML,309928d4b100a5d75adff48a9bfc1ddb-Paper.pdf,1997
Competitive On-Line Linear Regression,"We apply a general algorithm for merging prediction strategies (the Aggregating Algorithm) to the problem of linear regression with the square loss; our main assumption is that the response variable is bounded. It turns out that for this particular problem the Aggre gating Algorithm resembles, but is slightly different from, the well known ridge estimation procedure. From general results about the Aggregating Algorithm we deduce a guaranteed bound on the dif ference between our algorithm's performance and the best, in some sense, linear regression function's performance. We show that the AA attains the optimal constant in our bound, whereas the con stant attained by the ridge regression procedure in general can be 4 times worse. 1 INTRODUCTION The usual approach to regression problems is to assume that the data are gen erated by some stochastic mechanism and make some, typically very restrictive, assumptions about that stochastic mechanism. In recent years, however, a different approac",Optimization & Theoretical ML,30c8e1ca872524fbf7ea5c519ca397ee-Paper.pdf,1997
Nonlinear Markov Networks for Continuous,We address the problem oflearning structure in nonlinear Markov networks with continuous variables. This can be viewed as non-Gaussian multidi mensional density estimation exploiting certain conditional independencies in the variables. Markov networks are a graphical way of describing con ditional independencies well suited to model relationships which do not ex hibit a natural causal ordering. We use neural network structures to model the quantitative relationships between variables. The main focus in this pa per will be on learning the structure for the purpose of gaining insight into the underlying process. Using two data sets we show that interesting struc tures can be found using our approach. Inference will be briefly addressed. 1 Introduction Knowledge about independence or conditional independence between variables is most help ful in ''understanding'' a domain. An intuitive representation of independencies is achieved by graphical models in which independency statements can be,Computer Vision,33ebd5b07dc7e407752fe773eed20635-Paper.pdf,1997
Online learning from finite training sets,"Online learning is one of the most common forms of neural net work training. We present an analysis of online learning from finite training sets for non-linear networks (namely, soft-committee ma chines), advancing the theory to more realistic learning scenarios. Dynamical equations are derived for an appropriate set of order parameters; these are exact in the limiting case of either linear networks or infinite training sets. Preliminary comparisons with simulations suggest that the theory captures some effects of finite training sets, but may not yet account correctly for the presence of local minima. 1 INTRODUCTION The analysis of online gradient descent learning, as one of the most common forms of supervised learning, has recently stimulated a great deal of interest [1, 5, 7, 3]. In online learning, the weights of a network ('student') are updated immediately after presentation of each training example (input-output pair) in order to reduce the error that the network makes on that e",Optimization & Theoretical ML,359f38463d487e9e29bd20e24f0c050a-Paper.pdf,1997
Automated Aircraft Recovery,"Initial experiments described here were directed toward using reinforce ment learning (RL) to develop an automated recovery system (ARS) for high-agility aircraft. An ARS is an outer-loop flight-control system de signed to bring an aircraft from a range of out-of-control states to straight and-level flight in minimum time while satisfying physical and phys iological constraints. Here we report on results for a simple version of the problem involving only single-axis (pitch) simulated recoveries. Through simulated control experience using a medium-fidelity aircraft simulation, the RL system approximates an optimal policy for pitch-stick inputs to produce minimum-time transitions to straight-and-Ievel flight in unconstrained cases while avoiding ground-strike. The RL system was also able to adhere to a pilot-station acceleration constraint while execut ing simulated recoveries. Automated Aircraft Recovery via Reinforcement Learning 1023 1 INTRODUCTION An emerging use of reinforcement lea",Reinforcement Learning,363763e5c3dc3a68b399058c34aecf2c-Paper.pdf,1997
Adaptive choice of grid and time •,"We propose local error estimates together with algorithms for adap tive a-posteriori grid and time refinement in reinforcement learn ing. We consider a deterministic system with continuous state and time with infinite horizon discounted cost functional. For grid re finement we follow the procedure of numerical methods for the Bellman-equation. For time refinement we propose a new criterion, based on consistency estimates of discrete solutions of the Bellman equation. We demonstrate, that an optimal ratio of time to space discretization is crucial for optimal learning rates and accuracy of the approximate optimal value function. 1 Introduction Reinforcement learning can be performed for fully continuous problems by discretiz ing state space and time, and then performing a discrete algorithm like Q-Iearning or RTDP (e.g. [5]). Consistency problems arise if the discretization needs to be refined, e.g. for more accuracy, application of multi-grid iteration or better starting values for the",Reinforcement Learning,372d3f309fef061977fb2f7ba36d74d2-Paper.pdf,1997
Graph Matching with Hierarchical,"Our aim in this paper is to develop a Bayesian framework for match ing hierarchical relational models. The goal is to make discrete la bel assignments so as to optimise a global cost function that draws information concerning the consistency of match from different lev els of the hierarchy. Our Bayesian development naturally distin guishes between intra-level and inter-level constraints. This allows the impact of reassigning a match to be assessed not only at its own (or peer) level ofrepresentation, but also upon its parents and children in the hierarchy. 1 Introd uction Hierarchical graphical structures are of critical importance in the interpretation of sensory or perceptual data. For instance, following the influential work of Marr [6] there has been sustained efforts at effectively organising and processing hierarchical information in vision systems. There are a plethora of concrete examples which in clude pyramidal hierarchies [3] that are concerned with multi-resolution informat",Optimization & Theoretical ML,3bbfdde8842a5c44a0323518eec97cbe-Paper.pdf,1997
Minimax and Hamiltonian Dynamics of,"A Lyapunov function for excitatory-inhibitory networks is constructed. The construction assumes symmetric interactions within excitatory and inhibitory populations of neurons, and antisymmetric interactions be tween populations. The Lyapunov function yields sufficient conditions for the global asymptotic stability of fixed points. If these conditions are violated, limit cycles may be stable. The relations of the Lyapunov function to optimization theory and classical mechanics are revealed by minimax and dissipative Hamiltonian forms of the network dynamics. The dynamics of a neural network with symmetric interactions provably converges to fixed points under very general assumptions[l, 2]. This mathematical result helped to establish the paradigm of neural computation with fixed point attractors[3]. But in reality, interactions between neurons in the brain are asymmetric. Furthermore, the dynamical behaviors seen in the brain are not confined to fixed point attractors, but also include ",Optimization & Theoretical ML,3d779cae2d46cf6a8a99a35ba4167977-Paper.pdf,1997
Hybrid NNIHMM-Based Speech Recognition,"In this paper, we present a novel hybrid architecture for continuous speech recognition systems. It consists of a continuous HMM system extended by an arbitrary neural network that is used as a preprocessor that takes several frames of the feature vector as input to produce more discrimin ative feature vectors with respect to the underlying HMM system. This hybrid system is an extension of a state-of-the-art continuous HMM sys tem, and in fact, it is the first hybrid system that really is capable of outper forming these standard systems with respect to the recognition accuracy. Experimental results show an relative error reduction of about 10% that we achieved on a remarkably good recognition system based on continu ous HMMs for the Resource Management 1O OO-word continuous speech recognition task. 1 INTRODUCTION Standard state-of-the-art speech recognition systems utilize Hidden Markov Models (HMMs) to model the acoustic behavior of basic speech units like phones or words. Most common",NLP,3de2334a314a7a72721f1f74a6cb4cee-Paper.pdf,1997
Zili Liu Daniel Kersten,No abstract found,Optimization & Theoretical ML,3e313b9badf12632cdae5452d20e1af6-Paper.pdf,1997
A N e u r a l N e t w o r k B a s e d,No abstract found,Optimization & Theoretical ML,3ff31b21755de79edf5668a07bd37f81-Paper.pdf,1997
Perturbative M-Sequences for Auditory,"In this paper we present a new method for studying auditory sys tems based on m-sequences. The method allows us to perturba tively study the linear response of the system in the presence of various other stimuli, such as speech or sinusoidal modulations. This allows one to construct linear kernels (receptive fields) at the same time that other stimuli are being presented. Using the method we calculate the modulation transfer function of single units in the inferior colli cui us of the cat at different operating points and discuss nonlinearities in the response. 1 Introduction A popular approach to systems identification, i.e., identifying an accurate analyt ical model for the system behavior, is to use Volterra or Wiener expansions to model behavior via functional Taylor or orthogonal polynomial series, respectively [Marmarelis and Marmarelis1978]. Both approaches model the response r(t) as a linear combination of small powers of the stimulus s(t). Although effective for mild nonlinear",Optimization & Theoretical ML,411ae1bf081d1674ca6091f8c59a266f-Paper.pdf,1997
Bach in a Box - Real-Time Harmony,"We describe a system for learning J. S. Bach's rules of musical har mony. These rules are learned from examples and are expressed as rule-based neural networks. The rules are then applied in real time to generate new accompanying harmony for a live performer. Real-time functionality imposes constraints on the learning and harmonizing processes, including limitations on the types of infor mation the system can use as input and the amount of processing the system can perform. We demonstrate algorithms for gener ating and refining musical rules from examples which meet these constraints. We describe a method for including a priori knowl edge into the rules which yields significant performance gains. We then describe techniques for applying these rules to generate new music in real-time. We conclude the paper with an analysis of experimental results. 1 Introduction The goal of this research is the development of a system to learn musical rules from examples of J.S. Bach's music, and then t",Computer Vision,42ffcf057e133f94c1b7b5cf543ef3bd-Paper.pdf,1997
